,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,PFA6
350,Fabianski,1,46,89,1.934782608695652,5.235294117647059,a,6,1,7,4,11,1,3,6,2,2,2,3,9,5,1,6,2,9,3,1,3,2,0,3.3333333333333335
286,Elliot,1,41,57,1.3902439024390243,3.3529411764705883,d,2,2,7,8,3,2,2,1,7,3,3,1,1,0,0,0,0,3,9,3,0,0,0,2.5
10,Monreal,2,56,85,1.5178571428571428,5.0,i,1,2,0,7,9,7,15,1,7,2,0,5,6,6,1,2,8,5,1,0,0,0,0,2.3333333333333335
381,Davies,2,55,73,1.3272727272727274,4.294117647058823,a,14,2,2,14,0,1,16,0,0,2,1,1,2,0,2,5,1,1,7,0,0,2,0,1.8333333333333333
218,Gomez,2,47,62,1.3191489361702127,3.6470588235294117,a,1,6,10,0,0,1,1,9,0,6,2,0,2,6,0,6,1,6,1,0,2,2,0,2.0
245,Otamendi,2,65,112,1.7230769230769232,6.588235294117647,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,0,5.333333333333333
100,Alonso,2,73,123,1.6849315068493151,7.235294117647059,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,0,8.833333333333334
132,Milivojevic,3,46,61,1.326086956521739,3.588235294117647,a,1,2,1,0,1,2,2,1,2,9,2,1,2,3,3,8,1,0,7,2,1,10,0,3.5
172,Mooy,3,54,77,1.4259259259259258,4.529411764705882,a,6,10,3,2,2,3,2,1,7,2,3,2,2,1,2,3,2,15,2,2,3,2,0,4.333333333333333
279,Lingard,3,63,86,1.3650793650793651,5.0588235294117645,a,1,0,4,1,4,0,1,1,2,1,1,0,0,12,15,2,3,10,5,13,2,8,0,6.833333333333333
234,Salah,3,101,168,1.6633663366336633,9.882352941176471,d,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,0,7.333333333333333
247,Sterling,3,89,146,1.6404494382022472,8.588235294117647,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,0,9.166666666666666
235,Firmino,4,91,109,1.1978021978021978,6.411764705882353,a,12,2,12,2,2,2,1,2,2,8,2,5,0,2,13,1,2,12,11,13,2,1,0,6.833333333333333
373,Ayew,4,50,62,1.24,3.6470588235294117,a,2,2,6,2,2,2,2,5,5,2,2,1,2,2,2,1,2,1,8,2,7,2,0,3.6666666666666665
394,Kane,4,129,133,1.0310077519379846,7.823529411764706,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,0,6.5
