,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,PFA6
350,Fabianski,1,46,89,1.934782608695652,5.235294117647059,a,6,1,7,4,11,1,3,6,2,2,2,3,9,5,1,6,2,9,3,1,3,2,0,3.3333333333333335
240,Ederson,1,55,96,1.7454545454545454,5.647058823529412,a,6,2,2,2,6,6,8,1,6,1,2,6,2,2,3,3,7,2,6,6,14,3,0,6.333333333333333
164,Schindler,2,46,65,1.4130434782608696,3.823529411764706,a,6,9,6,1,1,9,0,0,1,1,-2,0,5,0,1,11,1,2,2,1,9,1,0,2.6666666666666665
220,Klavan,2,44,61,1.3863636363636365,3.588235294117647,a,0,7,0,0,2,0,0,0,0,6,2,6,2,0,0,2,9,6,1,6,1,11,0,5.666666666666667
171,Zanka,2,46,65,1.4130434782608696,3.823529411764706,a,10,6,6,0,2,8,0,0,2,1,6,0,1,0,1,10,1,2,2,1,5,1,0,2.0
245,Otamendi,2,65,112,1.7230769230769232,6.588235294117647,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,0,5.333333333333333
100,Alonso,2,73,123,1.6849315068493151,7.235294117647059,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,0,8.833333333333334
199,Mahrez,3,86,126,1.4651162790697674,7.411764705882353,a,5,11,2,2,2,2,1,8,10,6,7,2,2,9,6,9,8,2,5,8,5,14,0,7.0
337,Allen,3,51,61,1.196078431372549,3.588235294117647,a,1,3,1,2,6,2,1,0,2,2,2,2,2,2,8,2,2,2,12,6,0,1,0,3.8333333333333335
132,Milivojevic,3,46,61,1.326086956521739,3.588235294117647,a,1,2,1,0,1,2,2,1,2,9,2,1,2,3,3,8,1,0,7,2,1,10,0,3.5
234,Salah,3,101,168,1.6633663366336633,9.882352941176471,d,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,0,7.333333333333333
247,Sterling,3,89,146,1.6404494382022472,8.588235294117647,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,0,9.166666666666666
187,Depoitre,4,55,68,1.2363636363636363,4.0,a,0,0,0,1,9,2,2,2,9,2,2,2,2,1,2,1,5,13,9,1,2,1,0,5.166666666666667
161,Rooney,4,75,93,1.24,5.470588235294118,a,9,8,1,1,2,1,1,9,6,2,2,0,0,15,5,8,8,13,0,0,1,1,0,3.8333333333333335
394,Kane,4,129,133,1.0310077519379846,7.823529411764706,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,0,6.5
