,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
267,Valencia,2,68,121,1.7794117647058822,4.653846153846154,a,5,6,9,1,15,5,6,6,1,5,2,2,8,1,8,1,6,7,0,0,0,0,15,5,1,6,0,4.5
381,Davies,2,55,94,1.709090909090909,3.6153846153846154,a,14,2,2,14,0,1,16,0,0,2,1,1,2,0,2,5,1,1,7,0,0,2,6,8,6,1,0,3.8333333333333335
313,Stephens,2,45,43,0.9555555555555556,1.6538461538461537,a,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6,1,1,1,8,7,0,4.0
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
45,Ibe,3,49,66,1.346938775510204,2.5384615384615383,a,1,1,0,1,7,2,1,1,2,1,3,4,2,2,1,1,0,2,2,2,2,5,9,3,6,5,0,5.0
70,Groß,3,58,120,2.0689655172413794,4.615384615384615,a,2,2,3,18,7,3,1,6,6,7,3,10,5,3,2,2,1,3,11,1,3,2,2,2,2,13,0,4.0
298,Diamé,3,46,43,0.9347826086956522,1.6538461538461537,a,0,1,1,1,1,0,1,0,1,2,0,1,2,0,2,0,2,1,7,2,0,3,2,2,2,9,0,3.0
250,Fernandinho,3,51,88,1.7254901960784315,3.3846153846153846,a,6,2,2,2,3,3,2,7,2,13,5,3,1,2,1,2,1,2,6,3,2,3,1,2,10,2,0,3.3333333333333335
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
48,Wilson,4,59,73,1.2372881355932204,2.8076923076923075,a,0,0,0,0,0,0,0,0,0,1,2,17,2,2,1,1,2,0,2,7,2,6,12,2,12,2,0,6.0
209,Vardy,4,86,121,1.4069767441860466,4.653846153846154,a,13,2,2,7,9,3,2,2,2,8,2,2,5,8,2,2,5,2,8,2,9,0,2,9,7,6,0,5.5
469,Pope,1,49,113,2.306122448979592,4.346153846153846,a,0,0,0,2,4,6,9,4,3,9,8,8,2,2,2,6,11,6,2,1,6,2,2,2,11,5,0,4.666666666666667
115,Hennessey,1,43,56,1.302325581395349,2.1538461538461537,a,2,9,1,2,3,1,1,0,0,0,0,0,2,9,0,0,0,0,0,0,7,2,8,2,2,5,0,4.333333333333333
