,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
290,Lascelles,2,46,80,1.7391304347826086,3.076923076923077,a,1,1,6,15,8,1,2,1,6,2,1,0,0,0,0,0,2,2,1,2,6,8,2,1,10,2,0,4.833333333333333
103,Rüdiger,2,59,88,1.4915254237288136,3.3846153846153846,a,0,1,6,6,0,7,2,0,0,7,1,0,0,15,2,0,2,0,6,6,14,0,6,6,1,0,0,4.5
264,Jones,2,57,99,1.736842105263158,3.8076923076923075,a,6,6,7,1,6,9,6,7,1,9,1,0,0,0,0,0,8,2,1,1,9,6,6,9,-2,0,0,4.666666666666667
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
132,Milivojevic,3,47,82,1.7446808510638299,3.1538461538461537,a,1,2,1,0,1,2,2,1,2,9,2,1,2,3,3,8,1,0,7,2,1,10,3,7,1,10,0,5.333333333333333
317,Ward-Prowse,3,51,69,1.3529411764705883,2.6538461538461537,a,3,1,1,1,1,1,0,0,0,5,1,1,5,0,1,2,1,2,2,0,2,2,15,2,8,12,0,6.833333333333333
18,Ramsey,3,69,104,1.5072463768115942,4.0,a,6,2,1,6,3,6,3,0,12,9,6,3,6,10,6,2,0,0,0,0,0,0,1,0,2,20,0,3.8333333333333335
282,Pogba,3,80,91,1.1375,3.5,a,8,15,3,5,0,0,0,0,0,0,0,12,3,5,5,0,0,0,2,2,3,12,11,2,2,1,0,5.166666666666667
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
437,Rodriguez,4,56,68,1.2142857142857142,2.6153846153846154,a,1,2,5,2,2,2,2,2,2,6,2,2,2,0,2,2,1,1,1,2,8,2,5,9,2,1,0,4.5
134,Benteke,4,76,59,0.7763157894736842,2.269230769230769,a,2,1,1,1,2,2,0,0,0,0,0,1,1,2,2,-1,2,11,0,2,2,5,5,5,8,5,0,5.0
287,Darlow,1,44,33,0.75,1.2692307692307692,a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,7,9,2,3,0,3,0,4.0
328,Butland,1,50,73,1.46,2.8076923076923075,a,3,11,2,3,1,0,2,0,1,6,1,0,0,0,3,2,2,2,4,4,2,3,3,9,7,2,0,4.333333333333333
