,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,PFA6
2,Cech,1,54,82,1.5185185185185186,4.823529411764706,a,1,3,2,6,10,6,6,1,1,2,2,8,6,6,1,2,6,6,3,1,1,2,0,3.1666666666666665
260,de Gea,1,59,114,1.9322033898305084,6.705882352941177,a,6,6,7,2,7,8,6,9,1,9,4,3,6,1,8,2,11,3,1,1,7,6,0,4.833333333333333
468,Hegazi,2,45,66,1.4666666666666666,3.8823529411764706,a,15,8,2,0,6,1,1,1,2,0,1,0,2,1,7,2,6,1,1,6,2,1,0,2.8333333333333335
164,Schindler,2,46,65,1.4130434782608696,3.823529411764706,a,6,9,6,1,1,9,0,0,1,1,-2,0,5,0,1,11,1,2,2,1,9,1,0,2.6666666666666665
218,Gomez,2,47,62,1.3191489361702127,3.6470588235294117,a,1,6,10,0,0,1,1,9,0,6,2,0,2,6,0,6,1,6,1,0,2,2,0,2.0
245,Otamendi,2,65,112,1.7230769230769232,6.588235294117647,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,0,5.333333333333333
100,Alonso,2,73,123,1.6849315068493151,7.235294117647059,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,0,8.833333333333334
463,Bakayoko,3,50,61,1.22,3.588235294117647,a,0,2,1,2,1,6,2,9,5,3,2,3,2,0,1,1,9,3,3,3,1,2,0,3.5
70,Groß,3,59,101,1.7118644067796611,5.9411764705882355,a,2,2,3,18,7,3,1,6,6,7,3,10,5,3,2,2,1,3,11,1,3,2,0,3.5
501,Richarlison,3,64,99,1.546875,5.823529411764706,a,4,11,3,3,2,7,10,5,5,1,7,8,6,2,1,2,6,2,2,5,5,2,0,3.6666666666666665
234,Salah,3,101,168,1.6633663366336633,9.882352941176471,d,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,0,7.333333333333333
247,Sterling,3,89,146,1.6404494382022472,8.588235294117647,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,0,9.166666666666666
187,Depoitre,4,55,68,1.2363636363636363,4.0,a,0,0,0,1,9,2,2,2,9,2,2,2,2,1,2,1,5,13,9,1,2,1,0,5.166666666666667
161,Rooney,4,75,93,1.24,5.470588235294118,a,9,8,1,1,2,1,1,9,6,2,2,0,0,15,5,8,8,13,0,0,1,1,0,3.8333333333333335
394,Kane,4,129,133,1.0310077519379846,7.823529411764706,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,0,6.5
