,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
424,Dawson,2,48,51,1.0625,1.9615384615384615,a,6,7,2,1,6,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,1,1,14,1,1,1,0,3.1666666666666665
264,Jones,2,57,99,1.736842105263158,3.8076923076923075,a,6,6,7,1,6,9,6,7,1,9,1,0,0,0,0,0,8,2,1,1,9,6,6,9,-2,0,0,4.666666666666667
357,Mawson,2,50,87,1.74,3.3461538461538463,a,6,0,6,2,6,1,2,6,8,1,2,1,6,2,1,8,0,1,2,0,2,1,1,15,5,2,0,4.333333333333333
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
19,Chamberlain,3,57,68,1.1929824561403508,2.6153846153846154,a,2,2,2,1,1,1,1,1,1,1,7,1,7,2,1,2,1,6,1,8,1,2,12,2,1,1,0,3.1666666666666665
363,Ki Sung-yueng,3,49,33,0.673469387755102,1.2692307692307692,a,0,0,0,0,0,0,0,1,1,2,2,1,2,2,2,3,2,0,0,0,0,0,2,3,2,8,0,2.5
497,Choupo-Moting,3,54,92,1.7037037037037037,3.5384615384615383,a,1,3,2,15,2,2,5,2,5,2,5,10,2,2,2,2,1,0,13,2,1,1,2,6,3,1,0,2.3333333333333335
280,Martial,3,81,111,1.3703703703703705,4.269230769230769,a,10,6,3,1,6,0,4,3,0,6,1,7,3,8,5,2,3,1,5,0,1,11,12,10,2,1,0,6.166666666666667
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
209,Vardy,4,86,121,1.4069767441860466,4.653846153846154,a,13,2,2,7,9,3,2,2,2,8,2,2,5,8,2,2,5,2,8,2,9,0,2,9,7,6,0,5.5
48,Wilson,4,59,73,1.2372881355932204,2.8076923076923075,a,0,0,0,0,0,0,0,0,0,1,2,17,2,2,1,1,2,0,2,7,2,6,12,2,12,2,0,6.0
536,Karnezis,1,45,12,0.26666666666666666,0.46153846153846156,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,2.0
438,Adrián,1,44,36,0.8181818181818182,1.3846153846153846,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,6,1,3,0,4,2,2,2,1,0,1.8333333333333333
