,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,PFA6,PFA3
311.0,van Dijk,2,57,50,0.8771929824561403,1.6129032258064515,a,LIV,0,0,0,0,1,0,1,1,9,2,2,1,2,1,3,2,0,0,0,0,0,0,0,2,0,1,7,2,6,1,6,0,3.8333333333333335,2.1666666666666665
263.0,Smalling,2,54,84,1.5555555555555556,2.7096774193548385,a,MUN,0,0,0,0,0,1,6,5,1,8,2,7,6,1,2,1,6,2,1,0,0,0,6,7,1,8,1,2,8,2,0,0,3.5,1.6666666666666667
380.0,Vertonghen,2,60,103,1.7166666666666666,3.3225806451612905,a,TOT,6,0,2,6,7,1,6,5,5,2,9,1,1,0,1,2,6,0,6,1,0,2,6,2,7,1,8,0,8,2,0,0,3.1666666666666665,1.6666666666666667
475.0,Robertson,2,50,77,1.54,2.4838709677419355,a,LIV,0,9,0,0,2,0,0,0,0,0,0,0,0,0,2,2,6,9,1,6,1,0,1,1,6,1,6,6,6,1,11,0,5.166666666666667,3.0
525.0,Hoedt,2,50,49,0.98,1.5806451612903225,a,SOU,0,0,0,1,7,2,0,0,0,1,0,1,2,1,2,0,0,2,5,0,5,0,1,3,1,4,1,2,8,0,0,0,2.5,1.3333333333333333
199.0,Mahrez,3,88,161,1.8295454545454546,5.193548387096774,a,LEI,5,11,2,2,2,2,1,8,10,6,7,2,2,9,6,9,8,2,5,8,5,14,3,8,0,0,1,2,10,11,0,0,4.0,3.5
234.0,Salah,3,107,266,2.485981308411215,8.580645161290322,a,LIV,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,13,10,8,2,29,0,12.833333333333334,6.5
500.0,Lemina,3,48,51,1.0625,1.6451612903225807,a,SOU,0,2,3,0,3,2,2,2,3,0,0,0,1,2,0,0,2,2,2,2,1,0,1,2,0,10,1,4,3,1,0,0,3.1666666666666665,0.6666666666666666
279.0,Lingard,3,60,107,1.7833333333333334,3.4516129032258065,a,MUN,1,0,4,1,4,0,1,1,2,1,1,0,0,12,15,2,3,10,5,13,2,8,2,3,2,3,2,6,2,1,0,0,2.3333333333333335,0.5
281.0,Mkhitaryan,3,77,90,1.1688311688311688,2.903225806451613,a,ARS,11,10,5,2,9,3,3,3,1,3,2,0,1,0,0,0,0,0,1,0,3,0,0,0,1,13,2,2,2,13,0,0,5.333333333333333,2.5
616.0,Aubameyang,4,106,26,0.24528301886792453,0.8387096774193549,a,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,9,9,0,0,4.333333333333333,3.0
71.0,Murray,4,59,99,1.6779661016949152,3.193548387096774,a,BHA,1,2,0,0,1,0,1,2,13,6,8,1,1,2,6,2,1,0,1,1,2,8,2,1,8,6,2,12,7,2,0,0,4.833333333333333,1.5
235.0,Firmino,4,97,163,1.6804123711340206,5.258064516129032,a,LIV,12,2,12,2,2,2,1,2,2,8,2,5,0,2,13,1,2,12,11,13,2,1,8,2,8,2,12,8,5,2,7,0,6.0,2.3333333333333335
305.0,McCarthy,1,44,25,0.5681818181818182,0.8064516129032258,a,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,2,1,1,2,7,1,0,0,2.0,1.3333333333333333
375.0,Lloris,1,54,107,1.9814814814814814,3.4516129032258065,a,TOT,7,1,2,6,6,1,6,6,4,2,0,2,2,1,2,2,9,2,6,2,0,2,6,0,7,1,6,7,7,2,0,0,3.8333333333333335,1.5
