,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,PFA6
2,Cech,1,54,74.0,1.3703703703703705,4.352941176470588,a,1.0,3.0,2.0,6.0,10.0,6.0,6.0,1.0,1.0,2.0,2.0,8.0,6.0,6.0,1.0,2.0,6.0,6.0,3.0,1.0,1.0,2.0,3.1666666666666665
350,Fabianski,1,46,74.0,1.608695652173913,4.352941176470588,a,6.0,1.0,7.0,4.0,11.0,1.0,3.0,6.0,2.0,2.0,2.0,3.0,9.0,5.0,1.0,6.0,2.0,9.0,3.0,1.0,3.0,2.0,3.3333333333333335
290,Lascelles,2,46,47.0,1.0217391304347827,2.764705882352941,a,1.0,1.0,6.0,15.0,8.0,1.0,2.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,6.0,8.0,3.5
7,Bellerín,2,60,69.0,1.15,4.0588235294117645,a,1.0,2.0,0.0,6.0,5.0,8.0,11.0,1.0,1.0,2.0,1.0,6.0,6.0,6.0,0.0,1.0,6.0,7.0,4.0,1.0,2.0,8.0,4.666666666666667
55,Dunk,2,45,45.0,1.0,2.6470588235294117,a,-1.0,1.0,6.0,2.0,1.0,6.0,1.0,1.0,6.0,2.0,5.0,1.0,0.0,5.0,-2.0,1.0,1.0,8.0,7.0,1.0,6.0,1.0,4.0
245,Otamendi,2,64,79.0,1.234375,4.647058823529412,a,8.0,2.0,1.0,5.0,12.0,6.0,5.0,1.0,15.0,0.0,1.0,0.0,0.0,2.0,11.0,11.0,6.0,1.0,7.0,8.0,8.0,2.0,5.333333333333333
100,Alonso,2,72,90.0,1.25,5.294117647058823,a,0.0,16.0,6.0,2.0,6.0,0.0,2.0,1.0,1.0,6.0,6.0,14.0,2.0,6.0,2.0,0.0,6.0,14.0,6.0,14.0,6.0,7.0,8.833333333333334
200,Albrighton,3,55,47.0,0.8545454545454545,2.764705882352941,a,5.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,10.0,8.0,3.0,5.0,1.0,2.0,4.0,8.0,2.0,13.0,5.0
248,David Silva,3,81,94.0,1.1604938271604939,5.529411764705882,a,8.0,2.0,6.0,3.0,11.0,11.0,3.0,7.0,3.0,2.0,5.0,6.0,1.0,1.0,9.0,8.0,16.0,0.0,3.0,0.0,0.0,1.0,3.3333333333333335
70,Groß,3,59,82.0,1.3898305084745763,4.823529411764706,a,2.0,2.0,3.0,18.0,7.0,3.0,1.0,6.0,6.0,7.0,3.0,10.0,5.0,3.0,2.0,2.0,1.0,3.0,11.0,1.0,3.0,2.0,3.5
234,Salah,3,101,124.0,1.2277227722772277,7.294117647058823,d,11.0,1.0,11.0,1.0,10.0,7.0,2.0,3.0,7.0,4.0,15.0,16.0,7.0,13.0,5.0,11.0,3.0,8.0,10.0,9.0,14.0,0.0,7.333333333333333
247,Sterling,3,89,112.0,1.2584269662921348,6.588235294117647,a,0.0,6.0,4.0,0.0,9.0,13.0,3.0,15.0,0.0,7.0,5.0,3.0,13.0,9.0,2.0,2.0,9.0,12.0,13.0,11.0,1.0,9.0,9.166666666666666
211,Okazaki,4,55,52.0,0.9454545454545454,3.0588235294117645,a,6.0,7.0,1.0,0.0,0.0,6.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,16.0,1.0,1.0,2.0,1.0,2.0,3.8333333333333335
187,Depoitre,4,55,55.0,1.0,3.235294117647059,a,0.0,0.0,0.0,1.0,9.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,13.0,9.0,1.0,2.0,1.0,5.166666666666667
394,Kane,4,129,96.0,0.7441860465116279,5.647058823529412,a,1.0,1.0,2.0,13.0,2.0,13.0,13.0,2.0,16.0,0.0,2.0,1.0,8.0,6.0,2.0,12.0,2.0,1.0,17.0,17.0,0.0,0.0,6.166666666666667
