,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
215,Lovren,2,53,69,1.3018867924528301,2.6538461538461537,a,1,1,5,0,0,0,2,7,0,0,1,5,0,6,2,1,6,13,1,0,2,7,1,0,7,1,0,3.0
117,Tomkins,2,44,47,1.0681818181818181,1.8076923076923077,a,1,2,1,0,0,0,0,0,0,1,0,0,1,6,0,0,3,6,2,7,6,2,6,0,1,2,0,2.8333333333333335
330,Shawcross,2,48,50,1.0416666666666667,1.9230769230769231,a,2,6,2,0,0,0,0,0,1,6,1,1,4,1,2,4,2,0,2,1,0,0,0,6,8,1,0,2.5
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
247,Sterling,3,90,165,1.8333333333333333,6.346153846153846,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,1,5,10,3,0,4.833333333333333
298,Diamé,3,46,43,0.9347826086956522,1.6538461538461537,a,0,1,1,1,1,0,1,0,1,2,0,1,2,0,2,0,2,1,7,2,0,3,2,2,2,9,0,3.0
227,Can,3,48,71,1.4791666666666667,2.730769230769231,a,5,0,3,1,4,2,0,3,1,1,2,1,0,5,8,0,2,0,8,3,1,2,2,2,14,1,0,3.6666666666666665
206,Ndidi,3,49,66,1.346938775510204,2.5384615384615383,a,2,3,2,1,2,1,3,2,2,3,6,2,2,6,3,5,2,-1,2,2,1,3,3,3,4,2,0,2.6666666666666665
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
373,Jordan Ayew,4,53,82,1.5471698113207548,3.1538461538461537,a,2,2,6,2,2,2,2,5,5,2,2,1,2,2,2,1,2,1,8,2,7,2,8,2,8,2,0,4.833333333333333
235,Firmino,4,92,129,1.4021739130434783,4.961538461538462,a,12,2,12,2,2,2,1,2,2,8,2,5,0,2,13,1,2,12,11,13,2,1,8,2,8,2,0,3.8333333333333335
240,Ederson,1,56,108,1.9285714285714286,4.153846153846154,a,6,2,2,2,6,6,8,1,6,1,2,6,2,2,3,3,7,2,6,6,14,3,1,3,6,2,0,4.833333333333333
189,Schmeichel,1,50,100,2.0,3.8461538461538463,a,2,6,9,2,2,2,10,2,3,6,2,1,3,2,10,1,3,2,2,-1,2,6,11,9,1,2,0,5.166666666666667
