,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
313,Stephens,2,45,43,0.9555555555555556,1.6538461538461537,a,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6,1,1,1,8,7,0,4.0
10,Monreal,2,57,110,1.9298245614035088,4.230769230769231,d,1,2,0,7,9,7,15,1,7,2,0,5,6,6,1,2,8,5,1,0,0,0,0,16,8,1,0,4.166666666666667
423,Evans,2,49,63,1.2857142857142858,2.423076923076923,d,0,0,0,1,6,0,6,2,1,0,2,0,2,-1,6,1,6,5,1,6,1,1,15,2,0,0,0,3.1666666666666665
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
247,Sterling,3,90,165,1.8333333333333333,6.346153846153846,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,1,5,10,3,0,4.833333333333333
280,Martial,3,81,111,1.3703703703703705,4.269230769230769,a,10,6,3,1,6,0,4,3,0,6,1,7,3,8,5,2,3,1,5,0,1,11,12,10,2,1,0,6.166666666666667
500,Lemina,3,48,42,0.875,1.6153846153846154,a,0,2,3,0,3,2,2,2,3,0,0,0,1,2,0,0,2,2,2,2,1,0,1,2,0,10,0,2.3333333333333335
200,Albrighton,3,56,88,1.5714285714285714,3.3846153846153846,a,5,3,1,1,2,1,3,1,2,1,1,2,10,8,3,5,1,2,4,8,2,13,3,3,1,2,0,4.0
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
48,Wilson,4,59,73,1.2372881355932204,2.8076923076923075,a,0,0,0,0,0,0,0,0,0,1,2,17,2,2,1,1,2,0,2,7,2,6,12,2,12,2,0,6.0
437,Rodriguez,4,56,68,1.2142857142857142,2.6153846153846154,a,1,2,5,2,2,2,2,2,2,6,2,2,2,0,2,2,1,1,1,2,8,2,5,9,2,1,0,4.5
115,Hennessey,1,43,56,1.302325581395349,2.1538461538461537,a,2,9,1,2,3,1,1,0,0,0,0,0,2,9,0,0,0,0,0,0,7,2,8,2,2,5,0,4.333333333333333
421,Foster,1,44,83,1.8863636363636365,3.1923076923076925,a,7,6,2,2,5,2,1,0,3,1,2,1,2,2,6,2,10,1,1,8,3,2,7,3,3,1,0,3.1666666666666665
