,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
267,Valencia,2,68,121,1.7794117647058822,4.653846153846154,a,5,6,9,1,15,5,6,6,1,5,2,2,8,1,8,1,6,7,0,0,0,0,15,5,1,6,0,4.5
313,Stephens,2,45,43,0.9555555555555556,1.6538461538461537,a,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6,1,1,1,8,7,0,4.0
38,Aké,2,50,79,1.58,3.0384615384615383,a,3,1,0,1,2,1,9,2,2,2,7,6,6,1,2,1,2,-1,0,9,2,1,2,2,14,2,0,3.8333333333333335
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
337,Allen,3,51,79,1.5490196078431373,3.0384615384615383,a,1,3,1,2,6,2,1,0,2,2,2,2,2,2,8,2,2,2,12,6,0,1,2,11,3,2,0,3.1666666666666665
15,Walcott,3,73,27,0.3698630136986301,1.0384615384615385,a,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,15,2,0,3.8333333333333335
132,Milivojevic,3,47,82,1.7446808510638299,3.1538461538461537,a,1,2,1,0,1,2,2,1,2,9,2,1,2,3,3,8,1,0,7,2,1,10,3,7,1,10,0,5.333333333333333
250,Fernandinho,3,51,88,1.7254901960784315,3.3846153846153846,a,6,2,2,2,3,3,2,7,2,13,5,3,1,2,1,2,1,2,6,3,2,3,1,2,10,2,0,3.3333333333333335
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
91,Vokes,4,57,46,0.8070175438596491,1.7692307692307692,a,13,2,1,2,1,0,0,1,0,0,8,1,0,0,1,0,1,1,1,0,1,4,2,1,3,2,0,2.1666666666666665
373,Jordan Ayew,4,53,82,1.5471698113207548,3.1538461538461537,a,2,2,6,2,2,2,2,5,5,2,2,1,2,2,2,1,2,1,8,2,7,2,8,2,8,2,0,4.833333333333333
94,Courtois,1,55,100,1.8181818181818181,3.8461538461538463,a,1,6,6,2,6,6,3,2,2,6,7,6,3,6,2,2,2,6,6,6,6,1,6,0,1,0,0,2.3333333333333335
260,de Gea,1,59,135,2.288135593220339,5.1923076923076925,a,6,6,7,2,7,8,6,9,1,9,4,3,6,1,8,2,11,3,1,1,7,6,7,6,2,6,0,5.666666666666667
