,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
289,Clark,2,44,64,1.4545454545454546,2.4615384615384617,d,1,2,15,6,1,2,2,0,0,0,1,0,1,8,0,1,0,0,1,0,8,6,2,3,2,2,0,3.8333333333333335
102,Moses,2,64,79,1.234375,3.0384615384615383,a,0,2,5,2,6,6,0,1,0,0,0,0,0,1,9,1,2,7,6,6,1,1,6,17,0,0,0,4.166666666666667
59,Bong,2,44,38,0.8636363636363636,1.4615384615384615,a,0,0,0,0,0,0,1,0,6,1,6,1,2,0,0,0,1,6,0,0,9,0,1,0,2,2,0,2.3333333333333335
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
500,Lemina,3,48,42,0.875,1.6153846153846154,a,0,2,3,0,3,2,2,2,3,0,0,0,1,2,0,0,2,2,2,2,1,0,1,2,0,10,0,2.3333333333333335
199,Mahrez,3,86,137,1.5930232558139534,5.269230769230769,n,5,11,2,2,2,2,1,8,10,6,7,2,2,9,6,9,8,2,5,8,5,14,3,8,0,0,0,5.0
317,Ward-Prowse,3,51,69,1.3529411764705883,2.6538461538461537,a,3,1,1,1,1,1,0,0,0,5,1,1,5,0,1,2,1,2,2,0,2,2,15,2,8,12,0,6.833333333333333
47,Fraser,3,51,62,1.2156862745098038,2.3846153846153846,a,2,2,0,1,2,0,1,0,0,0,0,0,0,1,10,2,2,1,2,2,15,0,5,9,3,2,0,5.666666666666667
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
48,Wilson,4,59,73,1.2372881355932204,2.8076923076923075,a,0,0,0,0,0,0,0,0,0,1,2,17,2,2,1,1,2,0,2,7,2,6,12,2,12,2,0,6.0
373,Jordan Ayew,4,53,82,1.5471698113207548,3.1538461538461537,a,2,2,6,2,2,2,2,5,5,2,2,1,2,2,2,1,2,1,8,2,7,2,8,2,8,2,0,4.833333333333333
260,de Gea,1,59,135,2.288135593220339,5.1923076923076925,a,6,6,7,2,7,8,6,9,1,9,4,3,6,1,8,2,11,3,1,1,7,6,7,6,2,6,0,5.666666666666667
94,Courtois,1,55,100,1.8181818181818181,3.8461538461538463,a,1,6,6,2,6,6,3,2,2,6,7,6,3,6,2,2,2,6,6,6,6,1,6,0,1,0,0,2.3333333333333335
