,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
357,Mawson,2,50,87,1.74,3.3461538461538463,a,6,0,6,2,6,1,2,6,8,1,2,1,6,2,1,8,0,1,2,0,2,1,1,15,5,2,0,4.333333333333333
81,Taylor,2,42,21,0.5,0.8076923076923077,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,6,1,1,2,2,2,0,2.3333333333333335
290,Lascelles,2,46,80,1.7391304347826086,3.076923076923077,a,1,1,6,15,8,1,2,1,6,2,1,0,0,0,0,0,2,2,1,2,6,8,2,1,10,2,0,4.833333333333333
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
317,Ward-Prowse,3,51,69,1.3529411764705883,2.6538461538461537,a,3,1,1,1,1,1,0,0,0,5,1,1,5,0,1,2,1,2,2,0,2,2,15,2,8,12,0,6.833333333333333
45,Ibe,3,49,66,1.346938775510204,2.5384615384615383,a,1,1,0,1,7,2,1,1,2,1,3,4,2,2,1,1,0,2,2,2,2,5,9,3,6,5,0,5.0
340,Arnautovic,3,69,75,1.0869565217391304,2.8846153846153846,i,2,-2,0,0,1,2,0,1,2,0,1,1,2,2,1,7,3,9,7,15,0,0,16,5,0,0,0,3.5
282,Pogba,3,80,91,1.1375,3.5,a,8,15,3,5,0,0,0,0,0,0,0,12,3,5,5,0,0,0,2,2,3,12,11,2,2,1,0,5.166666666666667
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
134,Benteke,4,76,59,0.7763157894736842,2.269230769230769,a,2,1,1,1,2,2,0,0,0,0,0,1,1,2,2,-1,2,11,0,2,2,5,5,5,8,5,0,5.0
48,Wilson,4,59,73,1.2372881355932204,2.8076923076923075,a,0,0,0,0,0,0,0,0,0,1,2,17,2,2,1,1,2,0,2,7,2,6,12,2,12,2,0,6.0
115,Hennessey,1,43,56,1.302325581395349,2.1538461538461537,a,2,9,1,2,3,1,1,0,0,0,0,0,2,9,0,0,0,0,0,0,7,2,8,2,2,5,0,4.333333333333333
260,de Gea,1,59,135,2.288135593220339,5.1923076923076925,a,6,6,7,2,7,8,6,9,1,9,4,3,6,1,8,2,11,3,1,1,7,6,7,6,2,6,0,5.666666666666667
