,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,PFA6
381,Davies,2,59,119,2.016949152542373,3.966666666666667,a,14,2,2,14,0,1,16,0,0,2,1,1,2,0,2,5,1,1,7,0,0,2,6,8,6,1,12,7,6,0,0,5.333333333333333
245,Otamendi,2,64,142,2.21875,4.733333333333333,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,2,5,6,8,0,4.833333333333333
311,van Dijk,2,56,44,0.7857142857142857,1.4666666666666666,a,0,0,0,0,1,0,1,1,9,2,2,1,2,1,3,2,0,0,0,0,0,0,0,2,0,1,7,2,6,1,0,2.8333333333333335
401,Holebas,2,48,58,1.2083333333333333,1.9333333333333333,a,4,6,0,6,-2,2,7,2,-1,2,3,1,0,0,0,1,1,1,2,0,0,0,0,0,5,2,1,7,8,0,0,3.8333333333333335
146,Keane,2,53,52,0.9811320754716981,1.7333333333333334,a,8,2,1,1,0,0,2,2,0,0,1,0,1,0,1,0,0,0,6,8,1,1,0,0,7,-1,2,2,1,6,0,2.8333333333333335
234,Salah,3,106,237,2.2358490566037736,7.9,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,13,10,8,2,0,9.333333333333334
517,Izquierdo,3,59,74,1.2542372881355932,2.466666666666667,a,0,0,1,0,1,0,2,1,8,2,3,8,1,2,1,1,2,1,1,2,0,8,1,1,2,8,7,6,2,2,0,4.5
173,van La Parra,3,48,63,1.3125,2.1,a,1,3,1,2,1,0,2,1,1,1,8,2,-1,0,0,0,0,3,2,2,3,2,2,2,1,2,7,10,2,3,0,4.166666666666667
342,Shaqiri,3,63,124,1.9682539682539681,4.133333333333334,a,2,1,2,7,7,1,5,2,0,5,13,5,9,2,8,2,3,2,2,2,0,1,2,6,3,8,10,9,3,2,0,5.833333333333333
256,Bernardo Silva,3,75,84,1.12,2.8,a,1,1,2,0,1,1,1,6,6,2,1,1,0,1,1,1,6,4,4,3,3,1,6,1,3,5,2,8,11,1,0,5.0
257,Agüero,4,118,169,1.4322033898305084,5.633333333333334,d,9,2,1,9,20,11,0,0,7,0,8,0,8,2,2,0,6,1,16,2,1,6,5,17,6,2,21,5,2,0,0,6.0
235,Firmino,4,95,156,1.6421052631578947,5.2,a,12,2,12,2,2,2,1,2,2,8,2,5,0,2,13,1,2,12,11,13,2,1,8,2,8,2,12,8,5,2,0,6.166666666666667
71,Murray,4,59,99,1.6779661016949152,3.3,a,1,2,0,0,1,0,1,2,13,6,8,1,1,2,6,2,1,0,1,1,2,8,2,1,8,6,2,12,7,2,0,6.166666666666667
328,Butland,1,50,95,1.9,3.1666666666666665,a,3,11,2,3,1,0,2,0,1,6,1,0,0,0,3,2,2,2,4,4,2,3,3,9,7,2,3,6,11,2,0,5.166666666666667
115,Hennessey,1,43,65,1.5116279069767442,2.1666666666666665,a,2,9,1,2,3,1,1,0,0,0,0,0,2,9,0,0,0,0,0,0,7,2,8,2,2,5,1,3,2,3,0,2.6666666666666665
