,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,PFA6
306,Forster,1,49,73,1.489795918367347,4.294117647058823,a,6,3,11,1,7,3,9,1,6,2,2,2,2,5,3,3,1,4,2,0,0,0,0,1.1666666666666667
54,Ryan,1,45,87,1.9333333333333333,5.117647058823529,a,2,1,6,2,1,9,3,3,6,2,6,2,3,9,0,2,2,11,6,2,6,3,0,5.0
461,Suttner,2,43,37,0.8604651162790697,2.176470588235294,a,1,1,7,2,1,6,0,2,0,0,0,0,0,6,0,1,0,0,8,1,0,1,0,1.6666666666666667
102,Moses,2,64,56,0.875,3.2941176470588234,a,0,2,5,2,6,6,0,1,0,0,0,0,0,1,9,1,2,7,6,6,1,1,0,3.8333333333333335
77,Mee,2,49,70,1.4285714285714286,4.117647058823529,a,0,2,2,6,2,6,7,2,1,9,8,6,2,2,1,0,0,6,1,1,5,1,0,2.3333333333333335
245,Otamendi,2,65,112,1.7230769230769232,6.588235294117647,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,0,5.333333333333333
100,Alonso,2,73,123,1.6849315068493151,7.235294117647059,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,0,8.833333333333334
172,Mooy,3,54,77,1.4259259259259258,4.529411764705882,a,6,10,3,2,2,3,2,1,7,2,3,2,2,1,2,3,2,15,2,2,3,2,0,4.333333333333333
82,Arfield,3,49,52,1.0612244897959184,3.0588235294117645,d,0,0,2,0,10,2,2,1,2,0,0,0,0,0,1,11,6,3,2,5,3,2,0,3.5
340,Arnautovic,3,70,54,0.7714285714285715,3.176470588235294,d,2,-2,0,0,1,2,0,1,2,0,1,1,2,2,1,7,3,9,7,15,0,0,0,5.666666666666667
234,Salah,3,101,168,1.6633663366336633,9.882352941176471,d,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,0,7.333333333333333
247,Sterling,3,89,146,1.6404494382022472,8.588235294117647,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,0,9.166666666666666
161,Rooney,4,75,93,1.24,5.470588235294118,a,9,8,1,1,2,1,1,9,6,2,2,0,0,15,5,8,8,13,0,0,1,1,0,3.8333333333333335
211,Okazaki,4,55,64,1.1636363636363636,3.764705882352941,a,6,7,1,0,0,6,2,0,9,1,1,1,0,2,1,4,16,1,1,2,1,2,0,3.8333333333333335
394,Kane,4,129,133,1.0310077519379846,7.823529411764706,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,0,6.5
