,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
356,van der Hoorn,2,44,46,1.0454545454545454,1.7692307692307692,a,0,0,7,0,5,1,0,0,0,1,0,0,6,2,1,6,0,0,0,0,0,0,7,6,2,2,0,2.8333333333333335
290,Lascelles,2,46,80,1.7391304347826086,3.076923076923077,a,1,1,6,15,8,1,2,1,6,2,1,0,0,0,0,0,2,2,1,2,6,8,2,1,10,2,0,4.833333333333333
263,Smalling,2,53,71,1.3396226415094339,2.730769230769231,a,0,0,0,0,0,1,6,5,1,8,2,7,6,1,2,1,6,2,1,0,0,0,6,7,1,8,0,3.6666666666666665
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
247,Sterling,3,90,165,1.8333333333333333,6.346153846153846,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,1,5,10,3,0,4.833333333333333
230,Mané,3,93,88,0.946236559139785,3.3846153846153846,a,6,8,8,-2,0,0,2,0,0,0,10,3,1,13,0,2,3,0,2,0,6,8,7,2,6,3,0,5.333333333333333
172,Mooy,3,53,87,1.6415094339622642,3.3461538461538463,a,6,10,3,2,2,3,2,1,7,2,3,2,2,1,2,3,2,15,2,2,3,2,5,2,2,1,0,2.5
47,Fraser,3,51,62,1.2156862745098038,2.3846153846153846,a,2,2,0,1,2,0,1,0,0,0,0,0,0,1,10,2,2,1,2,2,15,0,5,9,3,2,0,5.666666666666667
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
48,Wilson,4,59,73,1.2372881355932204,2.8076923076923075,a,0,0,0,0,0,0,0,0,0,1,2,17,2,2,1,1,2,0,2,7,2,6,12,2,12,2,0,6.0
302,Pérez,4,52,60,1.1538461538461537,2.3076923076923075,a,2,2,5,2,2,2,1,8,2,2,1,0,1,2,2,-1,1,2,1,0,1,9,5,1,2,5,0,3.8333333333333335
214,Karius,1,48,32,0.6666666666666666,1.2307692307692308,a,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,2,6,9,0,3.3333333333333335
469,Pope,1,49,113,2.306122448979592,4.346153846153846,a,0,0,0,2,4,6,9,4,3,9,8,8,2,2,2,6,11,6,2,1,6,2,2,2,11,5,0,4.666666666666667
