,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
357,Mawson,2,50,87,1.74,3.3461538461538463,a,6,0,6,2,6,1,2,6,8,1,2,1,6,2,1,8,0,1,2,0,2,1,1,15,5,2,0,4.333333333333333
379,Walker,2,66,100,1.5151515151515151,3.8461538461538463,a,6,-2,0,9,10,6,6,2,6,3,2,9,2,2,2,1,0,2,6,6,7,2,3,2,6,2,0,3.6666666666666665
290,Lascelles,2,46,80,1.7391304347826086,3.076923076923077,a,1,1,6,15,8,1,2,1,6,2,1,0,0,0,0,0,2,2,1,2,6,8,2,1,10,2,0,4.833333333333333
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
247,Sterling,3,90,165,1.8333333333333333,6.346153846153846,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,1,5,10,3,0,4.833333333333333
106,Willian,3,68,94,1.3823529411764706,3.6153846153846154,d,6,3,3,1,3,3,1,2,4,1,1,1,6,3,1,1,16,3,3,1,17,1,1,12,0,0,0,5.166666666666667
317,Ward-Prowse,3,51,69,1.3529411764705883,2.6538461538461537,a,3,1,1,1,1,1,0,0,0,5,1,1,5,0,1,2,1,2,2,0,2,2,15,2,8,12,0,6.833333333333333
342,Shaqiri,3,61,100,1.639344262295082,3.8461538461538463,a,2,1,2,7,7,1,5,2,0,5,13,5,9,2,8,2,3,2,2,2,0,1,2,6,3,8,0,3.3333333333333335
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
548,Niasse,4,48,58,1.2083333333333333,2.230769230769231,a,0,0,0,0,0,11,2,1,5,1,9,10,0,0,0,1,0,0,0,1,4,2,0,7,2,2,0,2.8333333333333335
373,Jordan Ayew,4,53,82,1.5471698113207548,3.1538461538461537,a,2,2,6,2,2,2,2,5,5,2,2,1,2,2,2,1,2,1,8,2,7,2,8,2,8,2,0,4.833333333333333
214,Karius,1,48,32,0.6666666666666666,1.2307692307692308,a,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,2,6,9,0,3.3333333333333335
328,Butland,1,50,73,1.46,2.8076923076923075,a,3,11,2,3,1,0,2,0,1,6,1,0,0,0,3,2,2,2,4,4,2,3,3,9,7,2,0,4.333333333333333
