,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,PFA6
381,Davies,2,59,119,2.016949152542373,3.966666666666667,a,14,2,2,14,0,1,16,0,0,2,1,1,2,0,2,5,1,1,7,0,0,2,6,8,6,1,12,7,6,0,0,5.333333333333333
245,Otamendi,2,64,142,2.21875,4.733333333333333,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,2,5,6,8,0,4.833333333333333
475,Robertson,2,49,66,1.346938775510204,2.2,a,0,9,0,0,2,0,0,0,0,0,0,0,0,0,2,2,6,9,1,6,1,0,1,1,6,1,6,6,6,1,0,4.333333333333333
356,van der Hoorn,2,44,69,1.5681818181818181,2.3,a,0,0,7,0,5,1,0,0,0,1,0,0,6,2,1,6,0,0,0,0,0,0,7,6,2,2,6,1,10,6,0,4.5
354,Fernández,2,45,77,1.711111111111111,2.566666666666667,a,9,0,6,2,8,1,2,7,-1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,11,2,10,6,0,2,6,0,4.333333333333333
234,Salah,3,106,237,2.2358490566037736,7.9,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,13,10,8,2,0,9.333333333333334
104,Hazard,3,106,149,1.4056603773584906,4.966666666666667,a,0,0,0,1,1,1,2,2,5,11,3,18,8,1,15,2,3,6,3,3,0,10,1,16,2,8,16,6,2,3,0,6.166666666666667
363,Ki Sung-yueng,3,50,62,1.24,2.066666666666667,a,0,0,0,0,0,0,0,1,1,2,2,1,2,2,2,3,2,0,0,0,0,0,2,3,2,8,11,2,13,3,0,6.5
342,Shaqiri,3,63,124,1.9682539682539681,4.133333333333334,a,2,1,2,7,7,1,5,2,0,5,13,5,9,2,8,2,3,2,2,2,0,1,2,6,3,8,10,9,3,2,0,5.833333333333333
227,Can,3,49,91,1.8571428571428572,3.033333333333333,a,5,0,3,1,4,2,0,3,1,1,2,1,0,5,8,0,2,0,8,3,1,2,2,2,14,1,2,13,3,2,0,5.833333333333333
257,Agüero,4,118,169,1.4322033898305084,5.633333333333334,d,9,2,1,9,20,11,0,0,7,0,8,0,8,2,2,0,6,1,16,2,1,6,5,17,6,2,21,5,2,0,0,6.0
235,Firmino,4,95,156,1.6421052631578947,5.2,a,12,2,12,2,2,2,1,2,2,8,2,5,0,2,13,1,2,12,11,13,2,1,8,2,8,2,12,8,5,2,0,6.166666666666667
417,Deeney,4,63,61,0.9682539682539683,2.033333333333333,a,0,0,1,1,1,4,2,6,2,1,0,0,0,5,2,2,2,-2,0,0,0,0,4,2,2,6,2,9,9,0,0,4.666666666666667
115,Hennessey,1,43,65,1.5116279069767442,2.1666666666666665,a,2,9,1,2,3,1,1,0,0,0,0,0,2,9,0,0,0,0,0,0,7,2,8,2,2,5,1,3,2,3,0,2.6666666666666665
469,Pope,1,49,131,2.673469387755102,4.366666666666666,a,0,0,0,2,4,6,9,4,3,9,8,8,2,2,2,6,11,6,2,1,6,2,2,2,11,5,3,3,3,9,0,5.666666666666667
