,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
38,Aké,2,50,79,1.58,3.0384615384615383,a,3,1,0,1,2,1,9,2,2,2,7,6,6,1,2,1,2,-1,0,9,2,1,2,2,14,2,0,3.8333333333333335
423,Evans,2,49,63,1.2857142857142858,2.423076923076923,d,0,0,0,1,6,0,6,2,1,0,2,0,2,-1,6,1,6,5,1,6,1,1,15,2,0,0,0,3.1666666666666665
541,Dragovic,2,49,21,0.42857142857142855,0.8076923076923077,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,1,2,0,3.5
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
84,Gudmundsson,3,50,80,1.6,3.076923076923077,a,2,2,1,3,1,1,0,4,1,5,6,3,2,5,2,6,3,3,2,1,3,8,2,2,2,10,0,4.5
18,Ramsey,3,69,104,1.5072463768115942,4.0,a,6,2,1,6,3,6,3,0,12,9,6,3,6,10,6,2,0,0,0,0,0,0,1,0,2,20,0,3.8333333333333335
132,Milivojevic,3,47,82,1.7446808510638299,3.1538461538461537,a,1,2,1,0,1,2,2,1,2,9,2,1,2,3,3,8,1,0,7,2,1,10,3,7,1,10,0,5.333333333333333
200,Albrighton,3,56,88,1.5714285714285714,3.3846153846153846,a,5,3,1,1,2,1,3,1,2,1,1,2,10,8,3,5,1,2,4,8,2,13,3,3,1,2,0,4.0
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
209,Vardy,4,86,121,1.4069767441860466,4.653846153846154,a,13,2,2,7,9,3,2,2,2,8,2,2,5,8,2,2,5,2,8,2,9,0,2,9,7,6,0,5.5
235,Firmino,4,92,129,1.4021739130434783,4.961538461538462,a,12,2,12,2,2,2,1,2,2,8,2,5,0,2,13,1,2,12,11,13,2,1,8,2,8,2,0,3.8333333333333335
29,Begovic,1,45,83,1.8444444444444446,3.1923076923076925,a,3,2,3,3,2,1,6,2,2,3,9,8,6,1,2,8,2,1,0,1,2,2,2,3,7,2,0,3.0
189,Schmeichel,1,50,100,2.0,3.8461538461538463,a,2,6,9,2,2,2,10,2,3,6,2,1,3,2,10,1,3,2,2,-1,2,6,11,9,1,2,0,5.166666666666667
