,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
263,Smalling,2,53,71,1.3396226415094339,2.730769230769231,a,0,0,0,0,0,1,6,5,1,8,2,7,6,1,2,1,6,2,1,0,0,0,6,7,1,8,0,3.6666666666666665
357,Mawson,2,50,87,1.74,3.3461538461538463,a,6,0,6,2,6,1,2,6,8,1,2,1,6,2,1,8,0,1,2,0,2,1,1,15,5,2,0,4.333333333333333
124,van Aanholt,2,51,25,0.49019607843137253,0.9615384615384616,a,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,5,1,6,0,2,3,0,2.8333333333333335
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
247,Sterling,3,90,165,1.8333333333333333,6.346153846153846,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,1,5,10,3,0,4.833333333333333
47,Fraser,3,51,62,1.2156862745098038,2.3846153846153846,a,2,2,0,1,2,0,1,0,0,0,0,0,0,1,10,2,2,1,2,2,15,0,5,9,3,2,0,5.666666666666667
227,Can,3,48,71,1.4791666666666667,2.730769230769231,a,5,0,3,1,4,2,0,3,1,1,2,1,0,5,8,0,2,0,8,3,1,2,2,2,14,1,0,3.6666666666666665
106,Willian,3,68,94,1.3823529411764706,3.6153846153846154,d,6,3,3,1,3,3,1,2,4,1,1,1,6,3,1,1,16,3,3,1,17,1,1,12,0,0,0,5.166666666666667
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
437,Rodriguez,4,56,68,1.2142857142857142,2.6153846153846154,a,1,2,5,2,2,2,2,2,2,6,2,2,2,0,2,2,1,1,1,2,8,2,5,9,2,1,0,4.5
548,Niasse,4,48,58,1.2083333333333333,2.230769230769231,a,0,0,0,0,0,11,2,1,5,1,9,10,0,0,0,1,0,0,0,1,4,2,0,7,2,2,0,2.8333333333333335
375,Lloris,1,54,85,1.5740740740740742,3.269230769230769,a,7,1,2,6,6,1,6,6,4,2,0,2,2,1,2,2,9,2,6,2,0,2,6,0,7,1,0,2.6666666666666665
135,Pickford,1,49,95,1.9387755102040816,3.6538461538461537,a,6,4,2,2,1,3,2,2,3,1,1,2,0,13,9,2,10,2,9,10,2,2,2,3,2,0,0,1.8333333333333333
