,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
290,Lascelles,2,46,80,1.7391304347826086,3.076923076923077,a,1,1,6,15,8,1,2,1,6,2,1,0,0,0,0,0,2,2,1,2,6,8,2,1,10,2,0,4.833333333333333
313,Stephens,2,45,43,0.9555555555555556,1.6538461538461537,a,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6,1,1,1,8,7,0,4.0
103,Rüdiger,2,59,88,1.4915254237288136,3.3846153846153846,a,0,1,6,6,0,7,2,0,0,7,1,0,0,15,2,0,2,0,6,6,14,0,6,6,1,0,0,4.5
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
247,Sterling,3,90,165,1.8333333333333333,6.346153846153846,a,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,1,5,10,3,0,4.833333333333333
317,Ward-Prowse,3,51,69,1.3529411764705883,2.6538461538461537,a,3,1,1,1,1,1,0,0,0,5,1,1,5,0,1,2,1,2,2,0,2,2,15,2,8,12,0,6.833333333333333
131,Townsend,3,56,79,1.4107142857142858,3.0384615384615383,a,1,2,2,2,2,2,2,2,2,6,1,2,6,3,3,2,2,8,2,12,3,5,0,0,5,2,0,2.5
132,Milivojevic,3,47,82,1.7446808510638299,3.1538461538461537,a,1,2,1,0,1,2,2,1,2,9,2,1,2,3,3,8,1,0,7,2,1,10,3,7,1,10,0,5.333333333333333
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
487,Chicharito,4,67,71,1.0597014925373134,2.730769230769231,a,2,13,1,2,2,5,2,2,1,9,2,0,0,0,0,0,1,1,1,4,0,2,0,8,5,8,0,3.8333333333333335
48,Wilson,4,59,73,1.2372881355932204,2.8076923076923075,a,0,0,0,0,0,0,0,0,0,1,2,17,2,2,1,1,2,0,2,7,2,6,12,2,12,2,0,6.0
189,Schmeichel,1,50,100,2.0,3.8461538461538463,a,2,6,9,2,2,2,10,2,3,6,2,1,3,2,10,1,3,2,2,-1,2,6,11,9,1,2,0,5.166666666666667
240,Ederson,1,56,108,1.9285714285714286,4.153846153846154,a,6,2,2,2,6,6,8,1,6,1,2,6,2,2,3,3,7,2,6,6,14,3,1,3,6,2,0,4.833333333333333
