,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
289,Clark,2,44,64,1.4545454545454546,2.4615384615384617,d,1,2,15,6,1,2,2,0,0,0,1,0,1,8,0,1,0,0,1,0,8,6,2,3,2,2,0,3.8333333333333335
103,Rüdiger,2,59,88,1.4915254237288136,3.3846153846153846,a,0,1,6,6,0,7,2,0,0,7,1,0,0,15,2,0,2,0,6,6,14,0,6,6,1,0,0,4.5
424,Dawson,2,48,51,1.0625,1.9615384615384615,a,6,7,2,1,6,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,1,1,14,1,1,1,0,3.1666666666666665
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
317,Ward-Prowse,3,51,69,1.3529411764705883,2.6538461538461537,a,3,1,1,1,1,1,0,0,0,5,1,1,5,0,1,2,1,2,2,0,2,2,15,2,8,12,0,6.833333333333333
47,Fraser,3,51,62,1.2156862745098038,2.3846153846153846,a,2,2,0,1,2,0,1,0,0,0,0,0,0,1,10,2,2,1,2,2,15,0,5,9,3,2,0,5.666666666666667
84,Gudmundsson,3,50,80,1.6,3.076923076923077,a,2,2,1,3,1,1,0,4,1,5,6,3,2,5,2,6,3,3,2,1,3,8,2,2,2,10,0,4.5
230,Mané,3,93,88,0.946236559139785,3.3846153846153846,a,6,8,8,-2,0,0,2,0,0,0,10,3,1,13,0,2,3,0,2,0,6,8,7,2,6,3,0,5.333333333333333
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
373,Jordan Ayew,4,53,82,1.5471698113207548,3.1538461538461537,a,2,2,6,2,2,2,2,5,5,2,2,1,2,2,2,1,2,1,8,2,7,2,8,2,8,2,0,4.833333333333333
71,Murray,4,57,76,1.3333333333333333,2.923076923076923,a,1,2,0,0,1,0,1,2,13,6,8,1,1,2,6,2,1,0,1,1,2,8,2,1,8,6,0,4.5
189,Schmeichel,1,50,100,2.0,3.8461538461538463,a,2,6,9,2,2,2,10,2,3,6,2,1,3,2,10,1,3,2,2,-1,2,6,11,9,1,2,0,5.166666666666667
469,Pope,1,49,113,2.306122448979592,4.346153846153846,a,0,0,0,2,4,6,9,4,3,9,8,8,2,2,2,6,11,6,2,1,6,2,2,2,11,5,0,4.666666666666667
