,Name,Position,Cost,Total_Points,Points_Cost,Points_Fixture,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,PFA6
245,Otamendi,2,65,121,1.8615384615384616,4.653846153846154,a,8,2,1,5,12,6,5,1,15,0,1,0,0,2,11,11,6,1,7,8,8,2,-1,2,6,2,0,3.1666666666666665
100,Alonso,2,74,138,1.864864864864865,5.3076923076923075,a,0,16,6,2,6,0,2,1,1,6,6,14,2,6,2,0,6,14,6,14,6,7,8,6,1,0,0,4.666666666666667
468,Hegazi,2,46,83,1.8043478260869565,3.1923076923076925,a,15,8,2,0,6,1,1,1,2,0,1,0,2,1,7,2,6,1,1,6,2,1,7,2,1,7,0,3.3333333333333335
356,van der Hoorn,2,44,46,1.0454545454545454,1.7692307692307692,a,0,0,7,0,5,1,0,0,0,1,0,0,6,2,1,6,0,0,0,0,0,0,7,6,2,2,0,2.8333333333333335
288,Yedlin,2,44,47,1.0681818181818181,1.8076923076923077,a,0,0,0,0,2,2,2,0,8,2,2,3,-1,1,1,1,2,2,1,2,5,6,2,1,1,2,0,2.8333333333333335
234,Salah,3,103,204,1.9805825242718447,7.846153846153846,a,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,0,8.333333333333334
414,Doucouré,3,53,99,1.8679245283018868,3.8076923076923075,a,9,3,3,11,1,1,10,2,8,1,3,3,3,7,2,2,2,7,0,5,1,2,9,2,2,0,0,2.6666666666666665
199,Mahrez,3,86,137,1.5930232558139534,5.269230769230769,n,5,11,2,2,2,2,1,8,10,6,7,2,2,9,6,9,8,2,5,8,5,14,3,8,0,0,0,5.0
230,Mané,3,93,88,0.946236559139785,3.3846153846153846,a,6,8,8,-2,0,0,2,0,0,0,10,3,1,13,0,2,3,0,2,0,6,8,7,2,6,3,0,5.333333333333333
200,Albrighton,3,56,88,1.5714285714285714,3.3846153846153846,a,5,3,1,1,2,1,3,1,2,1,1,2,10,8,3,5,1,2,4,8,2,13,3,3,1,2,0,4.0
394,Kane,4,128,160,1.25,6.153846153846154,a,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,2,13,8,2,4,0,4.833333333333333
134,Benteke,4,76,59,0.7763157894736842,2.269230769230769,a,2,1,1,1,2,2,0,0,0,0,0,1,1,2,2,-1,2,11,0,2,2,5,5,5,8,5,0,5.0
437,Rodriguez,4,56,68,1.2142857142857142,2.6153846153846154,a,1,2,5,2,2,2,2,2,2,6,2,2,2,0,2,2,1,1,1,2,8,2,5,9,2,1,0,4.5
350,Fabianski,1,46,106,2.3043478260869565,4.076923076923077,a,6,1,7,4,11,1,3,6,2,2,2,3,9,5,1,6,2,9,3,1,3,2,3,8,3,3,0,3.6666666666666665
438,Adrián,1,44,36,0.8181818181818182,1.3846153846153846,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,6,1,3,0,4,2,2,2,1,0,1.8333333333333333
